code,name,type,category,unit,base_price,min_price,max_price,currency,usage_count,regions
DXME-MELI-KAPU_KATODX,Machines for socket welding of plastic pipes with a diameter of up to 200 mm,equipment,Welding Equipment,Machine hours,0.48,0.33,12.34,EUR,91,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAME_KAMERI,"Welding rectifiers, welding current up to 350 A, number of posts 1",equipment,Welding Equipment,Machine hours,0.91,0.91,0.91,EUR,90,ENG_TORONTO
DXME-MEKA-MEKA_KAMERI,Internal hydraulic centering devices for pipes with a diameter of 700-800 mm,equipment,General,Machine hours,2.61,2.61,2.61,EUR,90,ENG_TORONTO
DXME-KANE-KASA_KAMENE,"Forklift trucks, load capacity 5 t",equipment,Trucks & Vehicles,Machine hours,36.35,25.87,958.15,EUR,89,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KADX-KATO_KATOME,Motor platforms for track layers,equipment,Trucks & Vehicles,Machine hours,145.62,145.62,145.62,EUR,89,ENG_TORONTO
DXME-METO-KATO_KADXRI,"Vehicle-based flushing machines, capacity 50 l/min",equipment,General,Machine hours,11.06,11.06,11.06,EUR,89,ENG_TORONTO
DXME-MEDX-KAVO_KAKATO,"Pumps, capacity TO.NE m3/h, head 16 m, power ME.RI kW",equipment,Pumps,Machine hours,4.52,0.4,14.78,EUR,89,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KADX-KATO_KAKAME,"Dump cars (dumptrucks), load capacity 136 t",equipment,Trucks & Vehicles,Machine hours,28.5,28.5,28.5,EUR,88,ENG_TORONTO
DXME-KADX-MEKA_KAKALI,Machines for tamping sleepers with pneumatic tampers,equipment,General,Machine hours,74.43,74.43,74.43,EUR,88,ENG_TORONTO
DXME-KADX-MEKA_KAKAVO,Track alignment machines,equipment,General,Machine hours,52.83,52.83,52.83,EUR,88,ENG_TORONTO
DXME-KAPU-KAME_KAPUME,Lightweight drilling hammers for use with mobile compressor units,equipment,Compressors,Machine hours,1.35,0.39,14.53,EUR,88,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAVO-KARI_KAKAME,"Auto-asphalt mixers, tank capacity 3500 l",equipment,General,Machine hours,26.93,26.93,26.93,EUR,88,ENG_TORONTO
DXME-MEPU-KATO_KAKAPU,"Dump trucks, load capacity up to 30 tons",equipment,Trucks & Vehicles,Machine hours,41.58,41.58,41.58,EUR,85,ENG_TORONTO
DXME-KANE-KAME_KAKAPU,"Hydraulic jacks, load capacity 200 t",equipment,General,Machine hours,0.86,0.22,8.0,EUR,85,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIKA-MENE_KAKAPU,"Self-propelled self-unloading dredgers with a bottom opening system, cargo hold capacity 250 m3",equipment,General,Machine hours,486.59,486.59,486.59,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAKASA,"Self-propelled self-unloading barges with a bottom hull opening system, cargo hold capacity 400 m3",equipment,General,Machine hours,570.36,570.36,570.36,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAKANE,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 500 m3",equipment,General,Machine hours,626.19,626.19,626.19,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAKALI,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 600 m3",equipment,General,Machine hours,682.05,682.05,682.05,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAKAVO,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 700 m3",equipment,General,Machine hours,737.89,737.89,737.89,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAKADX,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 850 m3",equipment,General,Machine hours,821.63,821.63,821.63,EUR,84,ENG_TORONTO
DXME-RIKA-MENE_KAMEKA,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 1000 m3",equipment,General,Machine hours,905.4,905.4,905.4,EUR,84,ENG_TORONTO
DXME-RIME-RIRI_TOPUME,"Optical reflectometers, operating wavelength 1310/1550/1625 nm",equipment,General,Machine hours,47.98,2.52,93.44,EUR,84,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAPU-KAME_KASATO,"Self-propelled rotary drilling rigs, drilling depth up to 50 m, hole diameter 105 mm",equipment,General,Machine hours,7.83,7.83,7.83,EUR,83,ENG_TORONTO
DXME-KALI-KAVO_KARISA,"Mobile mortar mixers, drum capacity 250 l",equipment,General,Machine hours,0.3,0.3,0.3,EUR,83,ENG_TORONTO
DXME-KADX-MERI_MEKATO,Drilling and grinding machines,equipment,General,Machine hours,0.11,0.11,0.11,EUR,83,ENG_TORONTO
DXME-METO-KATO_KAPUME,"Tank trucks, volume 8 m3",equipment,Trucks & Vehicles,Machine hours,38.65,38.65,38.65,EUR,82,ENG_TORONTO
DXME-KALI-KALI_KAMEME,"Solution pumps, capacity 4 m3/h",equipment,Pumps,Machine hours,0.53,0.53,0.53,EUR,82,ENG_TORONTO
DXME-METO-KAME_KASAME,"Tractors with road sweepers, power 60 kW (82 hp)",equipment,Trucks & Vehicles,Machine hours,16.81,16.81,16.81,EUR,82,ENG_TORONTO
DXME-KASA-KADX_KAMEME,"Cranes on a special automotive chassis, load capacity 250 t",equipment,Cranes,Machine hours,6443.51,364.04,13482.9,EUR,82,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAPU-KATO_KAMERI,"Crawler-mounted percussion-rope drilling rigs and machines, drilling depth up to 300 m, load capacity 5 t",equipment,General,Machine hours,92.4,92.4,92.4,EUR,80,ENG_TORONTO
DXME-RIME-MERI_KAKAPU,Electric shears,equipment,General,Machine hours,0.09,0.09,0.09,EUR,80,ENG_TORONTO
DXME-MELI-KARI_KASAME,High-throughput mobile laboratories for testing welded joints,equipment,Welding Equipment,Machine hours,96.86,96.86,96.86,EUR,80,ENG_TORONTO
DXME-KAPU-KAME_KAPUTO,Medium drilling hammers for use with mobile compressor units,equipment,Compressors,Machine hours,0.45,0.45,0.45,EUR,78,ENG_TORONTO
DXME-KATO-MEDX_MEKAME,Pneumatic rock drills for use with stationary compressor stations,equipment,Compressors,Machine hours,4.08,4.08,4.08,EUR,78,ENG_TORONTO
DXME-KASA-MEPU_KARISA,"Adjustable cranes, load capacity 1 t",equipment,Cranes,Machine hours,1.89,1.89,1.89,EUR,77,ENG_TORONTO
DXME-RIKA-KATO_KAKARI,"Tugs, power 221 kW (300 hp)",equipment,General,Machine hours,68.62,68.62,68.62,EUR,77,ENG_TORONTO
DXME-RIKA-KAME_KARIME,Hydraulic soil washing and suction units,equipment,General,Machine hours,22.7,22.7,22.7,EUR,77,ENG_TORONTO
DXME-KARI-KAME_KAKASA,"Low-frequency electric vibratory pile drivers for driving pile casings, eccentric moment MERIPU.PU kgm, centrifugal force 604 kN",equipment,General,Machine hours,48.85,48.85,48.85,EUR,74,ENG_TORONTO
DXME-MEKA-MEME_KAPUME,Bitumen melting units 8000 l,equipment,General,Machine hours,52.58,52.58,52.58,EUR,74,ENG_TORONTO
DXME-KAPU-KAME_KALILI,"Mobile drilling rigs for rotary drilling of wells, drilling depth up to 200 m, winch lifting capacity up to 4 t",equipment,Cranes,Machine hours,40.01,40.01,40.01,EUR,72,ENG_TORONTO
DXME-KASA-MERI_KAKAME,"Rail-mounted jib cranes, lifting capacity 50-100 t",equipment,Cranes,Machine hours,1288.1,211.51,7833.63,EUR,72,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KATO-MEME_KAKATO,Auxiliary station trolleys,equipment,General,Machine hours,0.13,0.13,0.13,EUR,72,ENG_TORONTO
DXME-MERI-KAVO_KADXME,"Mounted plows, plowing depth KA.TO m",equipment,General,Machine hours,0.58,0.58,0.58,EUR,72,ENG_TORONTO
DXME-KASA-KAPU_KAMENE,"Electric overhead cranes, lifting capacity 250 t",equipment,Cranes,Machine hours,4083.68,310.12,11486.08,EUR,72,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KASA_KASARI,"Trailer tanks, capacity 5 m3",equipment,General,Machine hours,0.76,0.76,0.76,EUR,71,ENG_TORONTO
DXME-RIKA-KARI_KAKATO,"Non-self-propelled barges, load capacity 300 t",equipment,General,Machine hours,10.97,10.97,10.97,EUR,71,ENG_TORONTO
DXME-MELI-KAPU_KADXME,Gas injection burners,equipment,General,Machine hours,1.79,0.25,9.25,EUR,70,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_KAPUKA,Machines for socket welding of plastic pipes with a diameter of over 200 to 630 mm,equipment,Welding Equipment,Machine hours,0.66,0.66,0.66,EUR,70,ENG_TORONTO
DXME-KAVO-KATO_KARIDX,"Self-propelled pneumatic wheeled static rollers, weight 16 t",equipment,General,Machine hours,79.24,79.24,79.24,EUR,70,ENG_TORONTO
DXME-KATO-KANE_KAMEME,"Loading and delivery machines with an electric motor on pneumatic wheels, load capacity up to 6 t",equipment,General,Machine hours,52.54,52.54,52.54,EUR,70,ENG_TORONTO
DXME-MESA-KATO_KAKAPU,"Pneumatic wheeled tractors, power 108 kW (145 hp)",equipment,Trucks & Vehicles,Machine hours,36.17,36.17,36.17,EUR,70,ENG_TORONTO
DXME-RIKA-MENE_SAKADX,"Self-propelled self-unloading barges with a bottom opening system, cargo hold capacity 1800 m3",equipment,General,Machine hours,1552.19,1552.19,1552.19,EUR,70,ENG_TORONTO
DXME-MELI-KAME_KAKAME,"Welding rectifiers, welding current up to 350 A, number of posts 8",equipment,Welding Equipment,Machine hours,7.4,7.4,7.4,EUR,69,ENG_TORONTO
DXME-RIKA-KADX_KAKAME,"Non-self-propelled floating cranes, 5 t",equipment,Cranes,Machine hours,117.95,117.95,117.95,EUR,68,ENG_TORONTO
DXME-RIME-RIRI_NETOVO,"Industrial vacuum cleaners, power up to 2000 W",equipment,General,Machine hours,0.27,0.27,0.27,EUR,68,ENG_TORONTO
DXME-MERI-KAVO_MENEME,Hydraulic diggers,equipment,General,Machine hours,0.96,0.96,0.96,EUR,66,ENG_TORONTO
DXME-MEPU-KASA_KAPUME,"Trailer cable conveyors, load capacity up to 7 tons",equipment,General,Machine hours,27.21,1.43,52.99,EUR,66,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-MEME_KAMETO,"Portal cranes, lifting capacity 640 tons",equipment,Cranes,Machine hours,2574.36,195.21,7230.09,EUR,66,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KADX-KAVO_KAKAME,Trains for transporting switch block components,equipment,General,Machine hours,298.05,298.05,298.05,EUR,65,ENG_TORONTO
DXME-MEVO-KAME_SAMENE,"Mobile screw compressors with internal combustion engines, pressure up to KA.LI MPa (7 atm), capacity up to 6 m3/min",equipment,Compressors,Machine hours,15.49,15.49,15.49,EUR,64,ENG_TORONTO
DXME-MELI-KARI_KAKAPU,"Portable constant potential X-ray machines, X-ray tube voltage adjustment range 70-180 kV, anode current 1-5 mA, penetrable thickness up to 30 mm on steel",equipment,General,Machine hours,18.95,5.83,215.75,EUR,64,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_KALIME,"External welding systems for single-sided single-arc welding, welding speed up to ME.MESA m/min, nominal welding current up to 350 A",equipment,Welding Equipment,Machine hours,15.69,15.69,15.69,EUR,64,ENG_TORONTO
DXME-KATO-MEME_KAKAPU,Open-type transfer trolleys for installation work,equipment,General,Machine hours,8.23,0.93,34.28,EUR,64,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KADX_KAKARI,"Cranes on special truck-type chassis, lifting capacity 180 tons",equipment,Cranes,Machine hours,5888.99,309.65,11468.34,EUR,64,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KARI-KATO_KARIPU,"Diesel hammers, impact weight RI.SA t",equipment,General,Machine hours,30.08,30.08,30.08,EUR,63,ENG_TORONTO
DXME-KASA-KANE_KARIVO,"Crawler cranes, lifting capacity 300 t",equipment,Cranes,Machine hours,8479.93,482.13,17856.67,EUR,63,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAVO-KAPU_KARIPU,"Mobile electric bitumen boilers, loading capacity 1000 l",equipment,General,Machine hours,3.94,3.94,3.94,EUR,63,ENG_TORONTO
DXME-MEPU-KAPU_KAKALI,"Tractor units, load on the fifth wheel coupling up to 30 t, gross vehicle weight up to 130 t",equipment,Trucks & Vehicles,Machine hours,1507.29,83.0,3074.01,EUR,63,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEKA-KAPU_KAMELI,Machines for cleaning and insulating pipes with a diameter of 600-800 mm with polymer tapes,equipment,General,Machine hours,30.21,30.21,30.21,EUR,63,ENG_TORONTO
DXME-KATO-MESA_KAKADX,"Self-propelled pneumatic drilling rigs on pneumatic wheels with 3 drilling machines, drilling area 9 m wide and LI.RI m high",equipment,General,Machine hours,385.97,385.97,385.97,EUR,63,ENG_TORONTO
DXME-KANE-KADX_MERIME,"Multifunctional auxiliary machines with scissor hydraulic platform, platform load capacity up to 1500 kg",equipment,Trucks & Vehicles,Machine hours,137.37,137.37,137.37,EUR,63,ENG_TORONTO
DXME-MEDX-KATO_KAKAME,"Mobile oil stations, electric motor capacity 15 kW",equipment,General,Machine hours,4.35,4.35,4.35,EUR,62,ENG_TORONTO
DXME-RIME-RIRI_KALIME,"General purpose radial fans, capacity up to 15,000 m3/h",equipment,General,Machine hours,1.77,1.77,1.77,EUR,62,ENG_TORONTO
DXME-MELI-KAPU_MEDXPU,Welding machines for welding optical cables with a chipper,equipment,Welding Equipment,Machine hours,23.94,1.26,46.62,EUR,62,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KADX_KAKADX,"Cranes on special truck-type chassis, lifting capacity 130 t",equipment,Cranes,Machine hours,5678.19,298.56,11057.82,EUR,62,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KADX_KAMELI,"Cranes on special truck-type chassis, lifting capacity 110 tons",equipment,Cranes,Machine hours,5183.53,272.55,10094.51,EUR,62,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KANE_KAPUNE,"Single-mast hoists, load capacity up to 500 kg, lifting height 25 m",equipment,Cranes,Machine hours,1.24,1.24,1.24,EUR,61,ENG_TORONTO
PU_MEKAKA_KAVOSA,Персонал: 2 чел.-ч/маш.-ч,equipment,General,маш.-ч,1064.54,1064.54,1064.54,EUR,61,RU_STPETERSBURG
DXME-RIKA-KADX_KAKANE,"Floating cranes operating in enclosed waters, self-propelled, 100 tons",equipment,Cranes,Machine hours,390.56,390.56,390.56,EUR,60,ENG_TORONTO
DXME-MEPU-KALI_KAKAME,"Bitumen tankers, tank capacity 16 m3",equipment,General,Machine hours,65.74,65.74,65.74,EUR,60,ENG_TORONTO
DXME-MEPU-KASA_KAKAPU,"Heavy-duty semi-trailers, load capacity up to 70 tons",equipment,Trucks & Vehicles,Machine hours,399.94,21.03,778.86,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KARI-KARI_KAKAME,"Tractor-based copra installations, power up to 110 kW (150 hp)",equipment,Trucks & Vehicles,Machine hours,43.22,43.22,43.22,EUR,59,ENG_TORONTO
DXME-MEME-KARI_KANEME,Crawler-type rolling trolleys,equipment,General,Machine hours,6.3,6.3,6.3,EUR,59,ENG_TORONTO
DXME-MERI-KARI_KAKARI,"Stump grinders with tractor, power 79 kW (108 hp)",equipment,Trucks & Vehicles,Machine hours,252.94,35.07,1298.73,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KASA_KAMELI,"Mobile cranes, lifting capacity 40 t",equipment,Cranes,Machine hours,664.77,73.23,2712.4,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_RIPUME,"Manual welding extruders, power TO.SA kW",equipment,Welding Equipment,Machine hours,1.19,1.19,1.19,EUR,58,ENG_TORONTO
DXME-KANE-KATO_KAPUVO,Manual and lever winches with a pulling force of PUDX.KASA kN (5 t),equipment,Hoists & Winches,Machine hours,0.19,0.19,0.19,EUR,58,ENG_TORONTO
DXME-KATO-KANE_KAMEPU,"Loading and delivery machines with internal combustion engines on pneumatic wheels in explosion-proof design, load capacity up to 10 tons",equipment,General,Machine hours,182.5,182.5,182.5,EUR,58,ENG_TORONTO
DXME-MERI-KANE_KAMERI,Trailed rippers (without tractor),equipment,Trucks & Vehicles,Machine hours,2.07,2.07,2.07,EUR,57,ENG_TORONTO
DXME-KAME-KARI_KARIRI,Heavy-duty trailer graders,equipment,General,Machine hours,6.3,6.3,6.3,EUR,57,ENG_TORONTO
DXME-KANE-KANE_KAMESA,"Auto hydraulic lifts, lifting height 37 m",equipment,Cranes,Machine hours,578.07,62.7,2322.4,EUR,57,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIKA-MEKA_KAKAME,"Floating platforms, collapsible, load capacity TO.SA t",equipment,Trucks & Vehicles,Machine hours,16.7,16.7,16.7,EUR,56,ENG_TORONTO
DXME-MEKA-KATO_KAKAME,"Bitumen fillers, load capacity 4 t",equipment,General,Machine hours,37.71,37.71,37.71,EUR,56,ENG_TORONTO
DXME-KANE-KAVO_KAKAPU,"Electric hoists, load capacity TO.RI t",equipment,Hoists & Winches,Machine hours,0.37,0.37,0.37,EUR,56,ENG_TORONTO
DXME-MEKA-MEKA_KAMETO,Internal hydraulic centering devices for pipes with a diameter of 900-1000 mm,equipment,General,Machine hours,2.95,2.95,2.95,EUR,56,ENG_TORONTO
DXME-KADX-MEPU_SAKARI,"Combined-drive backhoe loaders with a module for replacing sleepers during track superstructure construction, excavator weight up to 20 t, working width 920 mm",equipment,Excavators,Machine hours,168.7,168.7,168.7,EUR,56,ENG_TORONTO
DXME-KADX-MEPU_KAKAME,Removable mounting towers,equipment,General,Machine hours,9.12,0.48,17.77,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAME-KATO_KARIRI,"Trailed scrapers (with crawler tractor), bucket capacity LI.KA m3",equipment,Trucks & Vehicles,Machine hours,90.79,90.79,90.79,EUR,55,ENG_TORONTO
DXME-KAPU-KATO_KAMETO,"Trailer-mounted percussion-rope drilling rigs and machines, drilling depth up to 200 m, load capacity TO.RI t",equipment,General,Machine hours,14.6,14.6,14.6,EUR,55,ENG_TORONTO
DXME-KAPU-KAME_KALIME,"Drilling rigs for percussion drilling, drilling depth up to 25 m, hole diameter 48-60 mm when operating from mobile compressor units",equipment,Compressors,Machine hours,31.55,31.55,31.55,EUR,55,ENG_TORONTO
DXME-MENE-KAME_KAKALI,"Mobile power stations, capacity 200 kW",equipment,General,Machine hours,71.45,71.45,71.45,EUR,55,ENG_TORONTO
DXME-RIKA-KARI_KAKAME,"Non-self-propelled barges, load capacity 100 tons",equipment,General,Machine hours,6.36,6.36,6.36,EUR,55,ENG_TORONTO
DXME-METO-KATO_SATONE,"Vacuum loaders (vacuum cleaners) on a vehicle chassis, filter container volume up to 8 m3, capacity up to 20 m3/h",equipment,General,Machine hours,107.56,107.56,107.56,EUR,55,ENG_TORONTO
DXME-KAPU-KARI_KARIRI,Horizontal drilling rigs with screw conveyor for pipes with a diameter of 720-1020 mm,equipment,General,Machine hours,18.51,18.51,18.51,EUR,55,ENG_TORONTO
DXME-KAVO-KASA_KASATO,Concrete paving machines on rail forms Base profilers,equipment,General,Machine hours,20.88,20.88,20.88,EUR,55,ENG_TORONTO
DXME-MEDX-KAME_SAMEKA,"Sludge suction machines, sludge tank capacity 10 m3",equipment,General,Machine hours,53.04,53.04,53.04,EUR,55,ENG_TORONTO
DXME-KAME-KASA_METONE,"Electric single-bucket crawler excavators, bucket capacity 8 m3",equipment,Excavators,Machine hours,965.44,965.44,965.44,EUR,54,ENG_TORONTO
DXME-KAME-KASA_METOPU,"Single-bucket electric crawler excavators, bucket capacity SA.RI m3",equipment,Excavators,Machine hours,334.87,334.87,334.87,EUR,54,ENG_TORONTO
DXME-MEPU-KALI_KAMEME,"Cement tankers, tank capacity 13 m3",equipment,General,Machine hours,71.23,71.23,71.23,EUR,54,ENG_TORONTO
DXME-MEKA-MEKA_KAKAME,Welding systems with internal centering device and automatic multi-head internal system for root welding,equipment,Welding Equipment,Machine hours,378.5,378.5,378.5,EUR,54,ENG_TORONTO
DXME-MELI-KAPU_RIKAME,"External welding systems with two single-arc welding heads, welding speed up to ME.SARI m/min, welding current up to 290 A",equipment,Welding Equipment,Machine hours,74.9,74.9,74.9,EUR,54,ENG_TORONTO
DXME-MELI-KAPU_RIKARI,"External welding systems with two double-arc welding heads, welding speed up to ME.SAPU m/min, welding current up to 290 A",equipment,Welding Equipment,Machine hours,136.9,136.9,136.9,EUR,54,ENG_TORONTO
DXME-RIME-MENE_KAMEPU,"Crank presses for bending sheet metal, 1000 kN (100 tf)",equipment,General,Machine hours,96.73,7.04,260.74,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAME-KATO_KARIKA,"Trailed scrapers (with crawler tractor), bucket capacity TO.KA m3",equipment,Trucks & Vehicles,Machine hours,46.95,46.95,46.95,EUR,53,ENG_TORONTO
DXME-KAME-KATO_KARITO,"Trailed scrapers (with crawler tractor), bucket capacity VO.KA m3",equipment,Trucks & Vehicles,Machine hours,126.69,126.69,126.69,EUR,53,ENG_TORONTO
DXME-RIKA-KADX_KAKARI,"Non-self-propelled floating cranes, 16 t",equipment,Cranes,Machine hours,206.24,206.24,206.24,EUR,53,ENG_TORONTO
DXME-MEVO-KAME_KAKARI,"Mobile screw compressors with internal combustion engines, pressure up to ME.TO MPa (13 atm), capacity up to 12 m3/min",equipment,Compressors,Machine hours,27.4,27.4,27.4,EUR,53,ENG_TORONTO
DXME-KASA-KASA_KAMEVO,"Mobile cranes, lifting capacity 70 t",equipment,Cranes,Machine hours,1046.98,106.41,3941.05,EUR,53,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-RIRI_PUPUTO,"Universal electromechanical machines for the manufacture of bands, diaphragms, buckles, power KA.LISA kW",equipment,General,Machine hours,0.84,0.84,0.84,EUR,53,ENG_TORONTO
DXME-MEKA-MEKA_KAMEPU,Internal hydraulic centering devices for pipes with a diameter of 1200 mm,equipment,General,Machine hours,6.04,6.04,6.04,EUR,53,ENG_TORONTO
DXME-KAME-KAME_KAPULI,"Bulldozers, power 340 kW (450 hp)",equipment,Bulldozers,Machine hours,215.46,215.46,215.46,EUR,52,ENG_TORONTO
DXME-RIKA-KADX_KAMEKA,"Floating cranes operating in open waters, self-propelled, 100 t",equipment,Cranes,Machine hours,992.65,992.65,992.65,EUR,52,ENG_TORONTO
DXME-KADX-MERI_KASAME,Crutch drivers,equipment,General,Machine hours,0.29,0.29,0.29,EUR,52,ENG_TORONTO
DXME-MESA-KAME_KAMEME,"Tractor trailers, load capacity up to 20 tons",equipment,Trucks & Vehicles,Machine hours,3.7,3.7,3.7,EUR,52,ENG_TORONTO
DXME-KATO-KANE_KARIVO,"Single-grapple shaft loading machines, with a final shaft depth of up to 300 m",equipment,General,Machine hours,325.03,325.03,325.03,EUR,52,ENG_TORONTO
DXME-KATO-KANE_KAMETO,"Loading and delivery machines with internal combustion engine on pneumatic wheels, load capacity up to 10 t",equipment,General,Machine hours,128.65,128.65,128.65,EUR,52,ENG_TORONTO
DXME-MEDX-MEKA_KATOME,"Hydraulic pump stations for driving hydraulic jacks, pressure up to 10 MPa",equipment,Pumps,Machine hours,1.11,1.11,1.11,EUR,51,ENG_TORONTO
DXME-MEKA-KAME_KAKAPU,"Filling and pressing units, flow rate up to 25 m3/h",equipment,General,Machine hours,23.42,23.42,23.42,EUR,51,ENG_TORONTO
DXME-MELI-KARI_MEKAME,Vacuum joint tightness testing device,equipment,Testing Equipment,Machine hours,3.83,0.52,19.25,EUR,51,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-RIRI_MEDXRI,Hole reaming machines,equipment,General,Machine hours,32.81,1.96,207.51,EUR,51,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-MEDX_KARIME,Rebar bending machines,equipment,General,Machine hours,0.77,0.77,0.77,EUR,50,ENG_TORONTO
DXME-RIME-KARI_SAKARI,"High-pressure washing machines with internal combustion engines, capacity up to 8 l/min, pressure 16 MPa",equipment,General,Machine hours,1.52,1.52,1.52,EUR,50,ENG_TORONTO
DXME-KASA-KAME_KAMENE,"Tower cranes, load capacity 5 t",equipment,Cranes,Machine hours,9.65,9.65,9.65,EUR,50,ENG_TORONTO
DXME-MEVO-KAME_KAKANE,"Compressors with internal combustion engines on automotive chassis, pressure up to RIME.SALI MPa (220 atm), capacity up to 5 m3/min",equipment,Compressors,Machine hours,232.09,95.06,3520.87,EUR,50,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAME-KASA_MEKAPU,"Single-bucket diesel excavators on pneumatic wheels, bucket capacity KA.PU m3",equipment,Excavators,Machine hours,376.34,38.3,1418.63,EUR,49,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KATO_KAKARI,"Dump trucks, load capacity up to 10 t",equipment,Trucks & Vehicles,Machine hours,26.63,26.63,26.63,EUR,49,ENG_TORONTO
DXME-KANE-KANE_KAMERI,"Auto hydraulic lifts, lifting height 18 m",equipment,Cranes,Machine hours,148.84,21.62,800.82,EUR,49,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAVO-KASA_KASAME,Concrete paving machines on rail forms for finishing cement-concrete pavements,equipment,General,Machine hours,31.71,31.71,31.71,EUR,49,ENG_TORONTO
DXME-KAVO-KASA_KASAPU,"Concrete paving machines on rail forms, cement concrete distributors",equipment,General,Machine hours,21.37,21.37,21.37,EUR,49,ENG_TORONTO
DXME-KANE-KATO_KAPUKA,Tunneling winches with a pulling force of PUDX.KASA kN (5 t),equipment,Hoists & Winches,Machine hours,32.82,1.91,313.46,EUR,49,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAVO-KASA_KADXME,Cement spreaders for joint filling,equipment,General,Machine hours,0.25,0.25,0.25,EUR,49,ENG_TORONTO
DXME-MEDX-MERI_KAVOME,"Gasoline motor pumps, capacity 54 m3/h, lift height 26 m, suction depth 8 m",equipment,Pumps,Machine hours,1.26,1.26,1.26,EUR,48,ENG_TORONTO
DXME-KARI-KAPU_KAMEME,"Pile drilling rigs based on a crawler crane, lifting capacity 25 t, drilling diameter up to 1000 mm",equipment,Cranes,Machine hours,53.67,53.67,53.67,EUR,48,ENG_TORONTO
DXME-KANE-KAVO_KAKATO,"Electric hoists, load capacity 2 t",equipment,Hoists & Winches,Machine hours,0.3,0.3,0.3,EUR,48,ENG_TORONTO
DXME-MEKA-MEME_KAPUTO,Installations with 4 hydraulic jacks for pushing pipes with a diameter of 1000-1720 mm when working on the construction of main pipelines,equipment,General,Machine hours,18.89,18.89,18.89,EUR,48,ENG_TORONTO
DXME-KASA-KARI_KAKALI,"Gantry cranes, lifting capacity 65 t, hook lifting height 24 m",equipment,Cranes,Machine hours,155.24,155.24,155.24,EUR,47,ENG_TORONTO
DXME-KAVO-KATO_KAMETO,"Self-propelled smooth vibratory rollers, weight 9 t",equipment,General,Machine hours,50.08,50.08,50.08,EUR,47,ENG_TORONTO
DXME-KAVO-MEME_KAKAME,"Remote-controlled asphalt concrete plants, capacity up to 56 t/h",equipment,General,Machine hours,147.02,147.02,147.02,EUR,47,ENG_TORONTO
DXME-MEDX-KARI_KAKARI,"Gear oil pumps, capacity RI.TO m3/h",equipment,Pumps,Machine hours,0.9,0.3,11.11,EUR,47,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KATO-MESA_KAKALI,"Pneumatic drilling rigs on wheel-rail chassis, self-propelled with 2 drilling machines for use in horizontal and inclined workings",equipment,General,Machine hours,164.59,164.59,164.59,EUR,47,ENG_TORONTO
DXME-RIKA-KATO_KAMEKA,"Diesel tugs operating in open waters, power 552 kW (750 hp)",equipment,General,Machine hours,340.04,340.04,340.04,EUR,46,ENG_TORONTO
