code,name,type,category,unit,base_price,min_price,max_price,currency,usage_count,regions
KAVO-PU-KATO-KATO_KAKATOLI,"Hot-rolled reinforcing steel with periodic profile, class A-III, diameter 32-40 mm",material,Steel & Metal,t,1540.78,1540.78,1540.78,EUR,61,ENG_TORONTO
DXME-KANE-KANE_KAPUNE,"Single-mast hoists, load capacity up to 500 kg, lifting height 25 m",equipment,Cranes,Machine hours,1.24,1.24,1.24,EUR,61,ENG_TORONTO
MEPU-SA-KADX-METO_KAKAKAME,Turpentine,material,General,kg,151.66,13.73,508.66,EUR,61,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-TO-KARI-KAME_KATOLIME,VD-AK-111 water-dispersion acrylate paint,material,Paint & Coatings,t,33713.7,2408.64,89209.04,EUR,61,"ENG_TORONTO,RU_STPETERSBURG"
PU_MEKAKA_KAVOSA,Персонал: 2 чел.-ч/маш.-ч,equipment,General,маш.-ч,1064.54,1064.54,1064.54,EUR,61,RU_STPETERSBURG
MEME-ME-KATO-KASA_KAKALIPU,"Unedged softwood boards, natural moisture content, length PU-NE.SA m, width 100-250, thickness 20 mm, grade IV",material,Wood & Timber,m3,487.52,487.52,487.52,EUR,60,ENG_TORONTO
DXME-RIKA-KADX_KAKANE,"Floating cranes operating in enclosed waters, self-propelled, 100 tons",equipment,Cranes,Machine hours,390.56,390.56,390.56,EUR,60,ENG_TORONTO
PU_MEKAKA_KALIDX,Personnel: 8 persons-hours/machine-hours,operator,Machine Operators,Machine hours,110.47,110.47,110.47,EUR,60,ENG_TORONTO
KALI-RI-KANE-KATO_KAMEDXSA,"Galvanized steel rack profile, dimensions 50x50 mm, thickness KA.NE mm",material,Steel & Metal,m,2.75,2.75,2.75,EUR,60,ENG_TORONTO
KAVO-TO-KASA-KARI_KAKALISA,"Hot-rolled sheet steel, steel grades St3sp, St3ps, width 1200-3000 mm, thickness 25-60 mm",material,Steel & Metal,t,25121.06,1767.4,65459.19,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEPU-KAPU_KAKAMEME,Technical polyethylene polyamine,material,General,t,53911.09,15844.7,586840.56,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-PU-KARI-KAPU_KAMELISA,"MA-15 oil paint, iron red",material,Steel & Metal,t,17856.71,2347.47,86943.32,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KASA-RITO_KAMEKARI,"Technical silicon fluoride sodium, grade I",material,General,t,3480.85,3480.85,3480.85,EUR,60,ENG_TORONTO
DXME-MEPU-KALI_KAKAME,"Bitumen tankers, tank capacity 16 m3",equipment,General,Machine hours,65.74,65.74,65.74,EUR,60,ENG_TORONTO
KAME-TO-KASA-RITO_KAKANEME,"Caustic soda, grade TD, technical",material,General,t,16017.94,4707.74,174360.73,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KASA_KAKAPU,"Heavy-duty semi-trailers, load capacity up to 70 tons",equipment,Trucks & Vehicles,Machine hours,399.94,21.03,778.86,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
RISA-RI-KAME-KANE_KAKADXPU,KS-085 butt clamp,material,General,pcs,4809.19,252.87,9365.51,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
RISA-RI-KARI-KAME_KAKAKAME,KS-107 hook bolt,material,Fasteners,pcs,72.29,3.8,140.78,EUR,60,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KARI-KARI_KAKAME,"Tractor-based copra installations, power up to 110 kW (150 hp)",equipment,Trucks & Vehicles,Machine hours,43.22,43.22,43.22,EUR,59,ENG_TORONTO
RISA-ME-KAME-KAPU_KAKATORI,"Coniferous wood sleeper, untreated, for broad gauge railways, type II",material,Wood & Timber,pcs,56.39,56.39,56.39,EUR,59,ENG_TORONTO
DXME-RIME-MERI_KAKAPU,Electricity: consumption KA.RITO kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,59,ENG_TORONTO
MERI-RI-KATO-KALI,Liquid thermal insulation coating,material,Paint & Coatings,l,35.18,35.18,35.18,EUR,59,ENG_TORONTO
RINE-ME-KAME-KASA_KAKAMEME,"Cast iron tubing for subways, outer ring diameter from SA.SA m to MEKA.SA m",material,Steel & Metal,t,4532.99,4532.99,4532.99,EUR,59,ENG_TORONTO
DXME-MEME-KARI_KANEME,Crawler-type rolling trolleys,equipment,General,Machine hours,6.3,6.3,6.3,EUR,59,ENG_TORONTO
KAVO-ME-KARI-RIKA,Cast iron mooring bollards,material,Steel & Metal,t,11936.23,11936.23,11936.23,EUR,59,ENG_TORONTO
ME_MEKAKA_SAME,"Средний разряд работы 5,1",material,General,ч,740.87,740.87,740.87,EUR,59,RU_STPETERSBURG
DXME-MERI-KARI_KAKARI,"Stump grinders with tractor, power 79 kW (108 hp)",equipment,Trucks & Vehicles,Machine hours,252.94,35.07,1298.73,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-ME-KARI-MELI,Reinforcing mesh,material,General,t,5.12,4.26,7.2,EUR,58,ENG_TORONTO
DXME-KASA-KASA_KAMELI,"Mobile cranes, lifting capacity 40 t",equipment,Cranes,Machine hours,664.77,73.23,2712.4,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-KATO_KAKATOPU,"Galvanized steel bolts with hexagonal heads and galvanized hexagonal nuts, bolt and nut thread diameter M12, bolt length 20-160 mm",material,Steel & Metal,kg,86.02,4.84,179.22,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
MERI-ME-KARI-KANE_KAKAPURI,RPP-300 roofing felt,material,Waterproofing,m2,3.73,1.3,48.23,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAMEVOLI,"Welding electrodes for welding low-alloy and carbon steels UONI 13/55, E50A, diameter RI.SA mm",material,Steel & Metal,t,3514.6,3514.6,3514.6,EUR,58,ENG_TORONTO
DXME-MELI-KAPU_RIPUME,"Manual welding extruders, power TO.SA kW",equipment,Welding Equipment,Machine hours,1.19,1.19,1.19,EUR,58,ENG_TORONTO
DXME-MELI-KAPU_RIPUME,Electricity: consumption ME.MENE kW·h/machine-hour,electricity,Electricity,Machine hours,0.15,0.15,0.15,EUR,58,ENG_TORONTO
DXME-KANE-KATO_KAPUVO,Manual and lever winches with a pulling force of PUDX.KASA kN (5 t),equipment,Hoists & Winches,Machine hours,0.19,0.19,0.19,EUR,58,ENG_TORONTO
KAME-LI-KANE-MEKA_KAKAMEME,"Anti-corrosion, heat-shrinkable polyethylene tapes with an adhesive layer on one side for pipe insulation, black, width 450 mm, thickness KA.LI mm",material,Pipes & Fittings,m,6.7,6.7,6.7,EUR,58,ENG_TORONTO
KARI-ME-KAME-KARI,"Sandy soil, sandy loam",material,Aggregates & Earth,m3,185.8,185.8,185.8,EUR,58,ENG_TORONTO
KARI-RI-KAPU-KATO,Sand and gravel mixture,material,Aggregates & Earth,m3,42.92,42.92,42.92,EUR,58,ENG_TORONTO
RIRI-RI-KARI-RITO_KAKAMEME,Dead ends,material,General,100 pcs,135.12,9.62,356.24,EUR,58,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAKARIDX,"Welding electrodes for welding low-alloy and carbon steels E55, diameter 3 mm",material,Steel & Metal,t,4054.62,4054.62,4054.62,EUR,58,ENG_TORONTO
DXME-KATO-KANE_KAMEPU,"Loading and delivery machines with internal combustion engines on pneumatic wheels in explosion-proof design, load capacity up to 10 tons",equipment,General,Machine hours,182.5,182.5,182.5,EUR,58,ENG_TORONTO
DXME-MERI-KANE_KAMERI,Trailed rippers (without tractor),equipment,Trucks & Vehicles,Machine hours,2.07,2.07,2.07,EUR,57,ENG_TORONTO
DXME-KAME-KARI_KARIRI,Heavy-duty trailer graders,equipment,General,Machine hours,6.3,6.3,6.3,EUR,57,ENG_TORONTO
KAME-RI-KATO-KASA,Primer,material,Paint & Coatings,kg,5.17,5.17,5.17,EUR,57,ENG_TORONTO
DXME-KANE-KANE_KAMESA,"Auto hydraulic lifts, lifting height 37 m",equipment,Cranes,Machine hours,578.07,62.7,2322.4,EUR,57,"ENG_TORONTO,RU_STPETERSBURG"
MEVO-PU-KAME-KARI_KAKANEME,"Metal structures (pipe saddles, clamps, or hangers)",material,Steel & Metal,t,49974.11,4036.64,149505.31,EUR,57,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-RI-KAME-KANE_KAKAMERI,"Paraffin emulsion film-forming coating for road works, dry matter content 15-35%, pH 7-9, color white, yellow",material,Paint & Coatings,t,1784.9,1784.9,1784.9,EUR,57,ENG_TORONTO
KAVO-RI-KARI-MEME_KAKARIVO,"Double-twisted TK rope, 6x37(1+6+12+18)+1 o.s. construction, grade B, made of galvanized wire, grade 1570-1770 N/mm2, diameter SA.KA mm",material,Electrical,10 m,15.56,15.56,15.56,EUR,57,ENG_TORONTO
RITO-VO-KATO-KANE_KAKAMETO,"Steel coupling assembly with coupling and lock nut, nominal diameter 65 mm",material,Steel & Metal,pcs,14.14,14.14,14.14,EUR,57,ENG_TORONTO
DXME-RIKA-MEKA_KAKAME,"Floating platforms, collapsible, load capacity TO.SA t",equipment,Trucks & Vehicles,Machine hours,16.7,16.7,16.7,EUR,56,ENG_TORONTO
KATO-RI-KAME-KASA_KAKAKATO,Slag Portland cement for general construction CEM III 32.5N,material,Concrete & Cement,t,208.81,208.81,208.81,EUR,56,ENG_TORONTO
DXME-MEKA-KATO_KAKAME,"Bitumen fillers, load capacity 4 t",equipment,General,Machine hours,37.71,37.71,37.71,EUR,56,ENG_TORONTO
DXME-KANE-KAVO_KAKAPU,"Electric hoists, load capacity TO.RI t",equipment,Hoists & Winches,Machine hours,0.37,0.37,0.37,EUR,56,ENG_TORONTO
KARI-RI-KASA-KAPU_RIKAKANE,"Crushed dense rock for construction work M 400, fraction 5(3)-10 mm",material,Aggregates & Earth,m3,384.45,41.05,1520.31,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KATO-KAPU_KAKAKATO,Technical orthophosphoric acid,material,Chemicals & Gases,kg,25.54,2.55,94.51,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KANE-KAPU_KAKAKASA,"Glass fiber reinforcement tape with adhesive layer for joining sheet materials, width 50 mm",material,Concrete & Cement,100 m,6.4,6.4,6.4,EUR,56,ENG_TORONTO
KAVO-TO-KARI-KAME_KAKAPUME,"Steel packaging tape, soft, normal precision in thickness and width 0.7x20-50 mm",material,Steel & Metal,t,2020.18,2020.18,2020.18,EUR,56,ENG_TORONTO
DXME-MEKA-MEKA_KAMETO,Internal hydraulic centering devices for pipes with a diameter of 900-1000 mm,equipment,General,Machine hours,2.95,2.95,2.95,EUR,56,ENG_TORONTO
DXME-KADX-MEPU_SAKARI,"Combined-drive backhoe loaders with a module for replacing sleepers during track superstructure construction, excavator weight up to 20 t, working width 920 mm",equipment,Excavators,Machine hours,168.7,168.7,168.7,EUR,56,ENG_TORONTO
KAME-LI-MEME-KANE_KAKARIME,LTI-1 flux,material,General,kg,1265.04,66.52,2463.55,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KANE_KAKARIDX,FKS-3 flux,material,General,kg,957.87,50.37,1865.37,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
MEKA-PU-KAME-KAME_KAKAKATO,PRMNC NEVO-PU-RI solder,material,General,kg,1694.16,89.08,3299.23,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
RIKA-ME-KAME-MEME_KAKAKATO,PA 1-1 connecting plate clamp,material,General,pcs,17.82,0.94,34.71,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
RIKA-ME-KARI-MESA_KAKAMETO,Eight-channel modular connector (internet socket),material,General,pcs,1.96,0.1,3.82,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KADX-MEPU_KAKAME,Removable mounting towers,equipment,General,Machine hours,9.12,0.48,17.77,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
MEME-TO-KATO-MESA_KAKAMEME,PVC insulation edge,material,Insulation,kg,258.69,13.6,503.78,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
RIKA-ME-KARI-RIME_MEKARILI,"Aluminum joint assembly for attaching the fastener to the inclined rod of a horizontal insulated console with a diameter of 70-80 mm, dimensions 120x130 mm",material,General,pcs,3018.34,158.71,5877.97,EUR,56,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAME-KATO_KARIRI,"Trailed scrapers (with crawler tractor), bucket capacity LI.KA m3",equipment,Trucks & Vehicles,Machine hours,90.79,90.79,90.79,EUR,55,ENG_TORONTO
DXME-KAPU-KATO_KAMETO,"Trailer-mounted percussion-rope drilling rigs and machines, drilling depth up to 200 m, load capacity TO.RI t",equipment,General,Machine hours,14.6,14.6,14.6,EUR,55,ENG_TORONTO
DXME-KAPU-KAME_KALIME,"Drilling rigs for percussion drilling, drilling depth up to 25 m, hole diameter 48-60 mm when operating from mobile compressor units",equipment,Compressors,Machine hours,31.55,31.55,31.55,EUR,55,ENG_TORONTO
DXME-MENE-KAME_KAKALI,"Mobile power stations, capacity 200 kW",equipment,General,Machine hours,71.45,71.45,71.45,EUR,55,ENG_TORONTO
DXME-RIKA-KARI_KAKAME,"Non-self-propelled barges, load capacity 100 tons",equipment,General,Machine hours,6.36,6.36,6.36,EUR,55,ENG_TORONTO
DXME-METO-KATO_SATONE,"Vacuum loaders (vacuum cleaners) on a vehicle chassis, filter container volume up to 8 m3, capacity up to 20 m3/h",equipment,General,Machine hours,107.56,107.56,107.56,EUR,55,ENG_TORONTO
KAVO-TO-KATO-KASA_KAKAMETO,"Low-carbon galvanized steel wire for various purposes, diameter ME.NE mm",material,Steel & Metal,t,11616.36,2355.63,87245.7,EUR,55,"ENG_TORONTO,RU_STPETERSBURG"
KASA-ME-KATO-MENE,Precast reinforced concrete structures,material,Concrete & Cement,pcs,1843.24,1843.24,1843.24,EUR,55,ENG_TORONTO
RIPU-TO-KASA-MESA,Fittings,material,Pipes & Fittings,pcs,15.94,15.94,15.94,EUR,55,ENG_TORONTO
RIPU-TO-KASA-KAVO,Polymer bends with embedded electric heaters,material,Electrical,pcs,56.29,56.29,56.29,EUR,55,ENG_TORONTO
DXME-KAPU-KARI_KARIRI,Horizontal drilling rigs with screw conveyor for pipes with a diameter of 720-1020 mm,equipment,General,Machine hours,18.51,18.51,18.51,EUR,55,ENG_TORONTO
DXME-KAPU-KARI_KARIRI,Electricity: consumption MESA.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.09,2.09,2.09,EUR,55,ENG_TORONTO
DXME-KAVO-KASA_KASATO,Concrete paving machines on rail forms Base profilers,equipment,General,Machine hours,20.88,20.88,20.88,EUR,55,ENG_TORONTO
RITO-TO-KATO-KARI_KAMEPUPU,"Seamless hot-rolled steel pipes with chamfered edges, made of steel grades 10, 20, 35, outer diameter 168 mm, wall thickness 8 mm",material,Steel & Metal,m,97.99,97.99,97.99,EUR,55,ENG_TORONTO
KAME-TO-KAME-KANE_KAKATOVO,Protective grease for electrical networks,material,Electrical,kg,12.61,12.61,12.61,EUR,55,ENG_TORONTO
DXME-MEDX-KAME_SAMEKA,"Sludge suction machines, sludge tank capacity 10 m3",equipment,General,Machine hours,53.04,53.04,53.04,EUR,55,ENG_TORONTO
DXME-KAME-KASA_METONE,"Electric single-bucket crawler excavators, bucket capacity 8 m3",equipment,Excavators,Machine hours,965.44,965.44,965.44,EUR,54,ENG_TORONTO
DXME-KAME-KASA_METONE,Electricity: consumption MELIME.NE kW·h/machine-hour,electricity,Electricity,Machine hours,22.89,22.89,22.89,EUR,54,ENG_TORONTO
DXME-KAME-KASA_METOPU,"Single-bucket electric crawler excavators, bucket capacity SA.RI m3",equipment,Excavators,Machine hours,334.87,334.87,334.87,EUR,54,ENG_TORONTO
DXME-KAME-KASA_METOPU,Electricity: consumption VORI.SA kWh/machine-hour,electricity,Electricity,Machine hours,11.0,11.0,11.0,EUR,54,ENG_TORONTO
DXME-MEPU-KALI_KAMEME,"Cement tankers, tank capacity 13 m3",equipment,General,Machine hours,71.23,71.23,71.23,EUR,54,ENG_TORONTO
RITO-SA-KAME-KAVO_KAKATOSA,"Steel electric welded straight seam and spiral seam pipes, strength class K38, outer diameter 630 mm, wall thickness 10 mm",material,Steel & Metal,m,344.08,344.08,344.08,EUR,54,ENG_TORONTO
KASA-ME-KALI-METO,Panels,material,General,pcs,743.65,743.65,743.65,EUR,54,ENG_TORONTO
KAVO-TO-KASA-KARI,Sheet steel,material,Steel & Metal,t,2140.75,2140.75,2140.75,EUR,54,ENG_TORONTO
MERI-ME-KARI-KANE,Roll roofing materials,material,Waterproofing,m2,1.66,1.66,1.66,EUR,54,ENG_TORONTO
KANE-RI-KASA-KAPU,Standard tiles,material,General,m2,5.97,5.28,7.14,EUR,54,ENG_TORONTO
RITO-ME-KARI-KAVO,Steel fittings for gas pipelines,material,Steel & Metal,pcs,248.92,248.92,248.92,EUR,54,ENG_TORONTO
KAME-LI-MEME-KAPU_KAKARIME,"Welding wire SV08-08A, diameter KA.DX mm",material,Welding Consumables,t,2692.71,2692.71,2692.71,EUR,54,ENG_TORONTO
DXME-MEKA-MEKA_KAKAME,Welding systems with internal centering device and automatic multi-head internal system for root welding,equipment,Welding Equipment,Machine hours,378.5,378.5,378.5,EUR,54,ENG_TORONTO
DXME-MELI-KAPU_RIKAME,"External welding systems with two single-arc welding heads, welding speed up to ME.SARI m/min, welding current up to 290 A",equipment,Welding Equipment,Machine hours,74.9,74.9,74.9,EUR,54,ENG_TORONTO
DXME-MELI-KAPU_RIKARI,"External welding systems with two double-arc welding heads, welding speed up to ME.SAPU m/min, welding current up to 290 A",equipment,Welding Equipment,Machine hours,136.9,136.9,136.9,EUR,54,ENG_TORONTO
KAME-RI-KAME-KAME_MEKARINE,"Bitumen, petroleum, road, BND 90/130",material,Waterproofing,t,778.25,778.25,778.25,EUR,54,ENG_TORONTO
KAME-RI-KAME-KAME_MEKARIRI,Bitumen road oil BND 60/90,material,Waterproofing,t,790.55,790.55,790.55,EUR,54,ENG_TORONTO
KAME-LI-MEME-KALI_KARIPUPU,"Welding electrodes for welding alloyed high-strength and heat-resistant steels TsU-5, diameter RI.SA mm",material,Steel & Metal,kg,20.21,5.51,204.02,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
RIRI-RI-KARI-RITO_KAKAKARI,"Steel bushings, diameter 65 mm, length 50 mm",material,Steel & Metal,t,461844.77,25167.05,932113.09,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
RIKA-RI-KADX-KARI_KAKATOME,"Paronite gaskets, dimensions RI.LI x 5 mm",material,Rubber & Gaskets,1000 pcs,1372.77,72.18,2673.36,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-MENE_KAMEPU,"Crank presses for bending sheet metal, 1000 kN (100 tf)",equipment,General,Machine hours,96.73,7.04,260.74,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-RI-KARI-MEME_KAKATOVO,"Double-twisted TK rope, 6x37(1+6+12+18)+1 o.s. construction, grade B, made of galvanized wire, grade 1570-1770 N/mm2, diameter MESA.SA mm",material,Electrical,10 m,1034.38,54.39,2014.38,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-MERI_KAKAPUPU,"Galvanized steel threaded studs, thread diameter M16, length 150 mm",material,Steel & Metal,t,72892.12,3832.69,141951.56,EUR,54,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KAME-KATO_KARIKA,"Trailed scrapers (with crawler tractor), bucket capacity TO.KA m3",equipment,Trucks & Vehicles,Machine hours,46.95,46.95,46.95,EUR,53,ENG_TORONTO
DXME-KAME-KATO_KARITO,"Trailed scrapers (with crawler tractor), bucket capacity VO.KA m3",equipment,Trucks & Vehicles,Machine hours,126.69,126.69,126.69,EUR,53,ENG_TORONTO
DXME-RIKA-KADX_KAKARI,"Non-self-propelled floating cranes, 16 t",equipment,Cranes,Machine hours,206.24,206.24,206.24,EUR,53,ENG_TORONTO
KASA-RI-KARI-RIPU,Flexible concrete sheet,material,Concrete & Cement,m2,71.25,0.66,688.88,EUR,53,ENG_TORONTO
RISA-ME-KAPU-KAPU_KAKAKASA,"Track bolts for fastening rails, diameter M22, length 135 mm, 140 mm",material,Fasteners,t,4915.82,4915.82,4915.82,EUR,53,ENG_TORONTO
DXME-MEVO-KAME_KAKARI,"Mobile screw compressors with internal combustion engines, pressure up to ME.TO MPa (13 atm), capacity up to 12 m3/min",equipment,Compressors,Machine hours,27.4,27.4,27.4,EUR,53,ENG_TORONTO
KAME-LI-MESA-MEPU_KAKADXRI,"Self-tapping steel screws, oxidized, with countersunk head and cross-shaped slot, pointed, diameter 6 mm, length 90 mm",material,Steel & Metal,kg,3.55,3.55,3.55,EUR,53,ENG_TORONTO
DXME-KASA-KASA_KAMEVO,"Mobile cranes, lifting capacity 70 t",equipment,Cranes,Machine hours,1046.98,106.41,3941.05,EUR,53,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KANE-KAME_KAKAPURI,Elastic self-adhesive tapes for guide profiles 50x30000 mm,material,General,m,0.21,0.21,0.21,EUR,53,ENG_TORONTO
RITO-VO-KASA-MESA,Cast iron fittings for connecting to cast iron pressure pipes,material,Steel & Metal,t,48.07,48.07,48.07,EUR,53,ENG_TORONTO
DXME-RIME-RIRI_PUPUTO,"Universal electromechanical machines for the manufacture of bands, diaphragms, buckles, power KA.LISA kW",equipment,General,Machine hours,0.84,0.84,0.84,EUR,53,ENG_TORONTO
DXME-MEKA-MEKA_KAMEPU,Internal hydraulic centering devices for pipes with a diameter of 1200 mm,equipment,General,Machine hours,6.04,6.04,6.04,EUR,53,ENG_TORONTO
PU_MEKAKA_KANELI,Personnel: 3 man-hours/machine-hours,operator,Machine Operators,Machine hours,90.36,38.31,114.94,EUR,53,ENG_TORONTO
KAME-LI-MENE-KAPU,Removable and repositionable formwork,material,General,t,3665.87,3665.87,3665.87,EUR,53,ENG_TORONTO
MEKA-TO-KAME-KANE_KAKAKARI,"Round lead wire, diameter 11 mm",material,Electrical,kg,17.42,5.73,212.22,EUR,53,"ENG_TORONTO,RU_STPETERSBURG"
MELI-PU-KATO-KAME_KAKAMERI,"Refractory aluminosilicate fireclay mortar, grade MSH-42",material,Concrete & Cement,t,1542.44,1542.44,1542.44,EUR,53,ENG_TORONTO
DXME-KAME-KAME_KAPULI,"Bulldozers, power 340 kW (450 hp)",equipment,Bulldozers,Machine hours,215.46,215.46,215.46,EUR,52,ENG_TORONTO
RISA-ME-KARI-KAME_KAKATOTO,Reinforced concrete stringers for railways,material,Concrete & Cement,m3,779.15,779.15,779.15,EUR,52,ENG_TORONTO
DXME-RIKA-KADX_KAMEKA,"Floating cranes operating in open waters, self-propelled, 100 t",equipment,Cranes,Machine hours,992.65,992.65,992.65,EUR,52,ENG_TORONTO
DXME-KASA-MERI_KAKAME,Electricity: consumption 69 kW·h/machine-hour,electricity,Electricity,Machine hours,9.2,9.2,9.2,EUR,52,ENG_TORONTO
MEME-ME-KAME-MEKA,Architraves,material,General,m,8.61,8.61,8.61,EUR,52,ENG_TORONTO
DXME-KADX-MERI_KASAME,Crutch drivers,equipment,General,Machine hours,0.29,0.29,0.29,EUR,52,ENG_TORONTO
DXME-KADX-MERI_KASAME,Electricity: consumption KA.NEDX kWh/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,52,ENG_TORONTO
KAME-LI-MESA-KALI_KAKASARI,"Concrete dowel nails for mounting gun in plastic sleeve, nail diameter TO.KASA mm, nail length 60 mm",material,Concrete & Cement,t,157881.89,15773.58,584206.83,EUR,52,"ENG_TORONTO,RU_STPETERSBURG"
KATO-RI-KAME-KAPU_KAKAKARI,CEM IV 32.5N general-purpose pozzolan cement,material,Concrete & Cement,t,279.18,279.18,279.18,EUR,52,ENG_TORONTO
DXME-MESA-KAME_KAMEME,"Tractor trailers, load capacity up to 20 tons",equipment,Trucks & Vehicles,Machine hours,3.7,3.7,3.7,EUR,52,ENG_TORONTO
PU_MEKAKA_KALINE,Personnel: 5 man-hours/machine-hours,operator,Machine Operators,Machine hours,75.01,67.72,94.81,EUR,52,ENG_TORONTO
DXME-KATO-KANE_KARIVO,"Single-grapple shaft loading machines, with a final shaft depth of up to 300 m",equipment,General,Machine hours,325.03,325.03,325.03,EUR,52,ENG_TORONTO
DXME-KATO-KANE_KAMETO,"Loading and delivery machines with internal combustion engine on pneumatic wheels, load capacity up to 10 t",equipment,General,Machine hours,128.65,128.65,128.65,EUR,52,ENG_TORONTO
DXME-KASA-KAPU_KATOME,Electricity: consumption RI.TOME kW·h/machine-hour,electricity,Electricity,Machine hours,0.31,0.31,0.31,EUR,52,ENG_TORONTO
KAME-ME-KAME-KADX_KAKARIPU,"General-purpose asbestos cord, diameter 3-6 mm",material,General,t,154315.79,16564.17,613487.84,EUR,52,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KARI-MEKA_KAKAKAME,Carbon tetrachloride,material,General,kg,174.66,9.18,340.15,EUR,52,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KATO_KAPUTO,Electricity: consumption MEKA.KATO kW·h/machine-hour,electricity,Electricity,Machine hours,1.34,1.34,1.34,EUR,52,ENG_TORONTO
MEPU-RI-KANE-KATO_KAPUKAME,"Deep-penetrating hydrophobic compound based on silanes and siloxanes for surface treatment of brick, concrete, plaster, tile, slate, wood, natural stone, odorless, density KA.LI-KA.VO g/cm3",material,Concrete & Cement,l,394.65,20.75,768.55,EUR,52,"ENG_TORONTO,RU_STPETERSBURG"
RIKA-ME-KARI-MESA_KAKAMERI,Aluminum wire connector (SOA) 062-2,material,Electrical,pcs,254.26,13.37,495.15,EUR,52,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-KATO_KAKAMERI,"Steel bolts with hexagonal heads, complete with hexagonal nuts and flat round washers, thread diameter M10, bolt length 16-160 mm",material,Steel & Metal,t,7086.25,4152.24,153786.52,EUR,51,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEDX-MEKA_KATOME,"Hydraulic pump stations for driving hydraulic jacks, pressure up to 10 MPa",equipment,Pumps,Machine hours,1.11,1.11,1.11,EUR,51,ENG_TORONTO
DXME-MEDX-MEKA_KATOME,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,51,ENG_TORONTO
KAME-LI-MESA-KATO_MEKAKAPU,"Bolts for mounting steel structures, complete with nuts and washers, diameter 6-8 mm, length 55-80 mm",material,Steel & Metal,kg,18.35,5.88,217.79,EUR,51,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEKA-KAME_KAKAPU,"Filling and pressing units, flow rate up to 25 m3/h",equipment,General,Machine hours,23.42,23.42,23.42,EUR,51,ENG_TORONTO
DXME-MELI-KARI_MEKAME,Vacuum joint tightness testing device,equipment,Testing Equipment,Machine hours,3.83,0.52,19.25,EUR,51,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-TO-KAVO-KARI,Angle steel,material,Steel & Metal,t,1461.25,1461.25,1461.25,EUR,51,ENG_TORONTO
MEVO-SA-KAVO-KAPU,Carpet,material,General,pcs,129.66,129.66,129.66,EUR,51,ENG_TORONTO
RISA-ME-KASA-KAVO,Rail sleeper grid on reinforced concrete sleepers,material,Concrete & Cement,1000 m,22.61,22.61,22.61,EUR,51,ENG_TORONTO
RISA-ME-KATO-KANE_KAKAMERI,"Double-coil spring washers, hole diameter M25",material,Fasteners,t,3569.81,3569.81,3569.81,EUR,51,ENG_TORONTO
